Gene,log2FoldChange,padj
MAP3K20-AS1,0.158317981,0.239343108
SLC44A5,-0.306982343,0.239475294
TRPM4,0.148831496,0.239536407
SLC2A12,0.211256707,0.240714002
RWDD4,0.067673127,0.240854326
COASY,0.085421224,0.241102304
FAM160A1,0.188539235,0.241302054
AC138392.1,0.175560061,0.241536182
BPHL,-0.109332331,0.241774986
RIMS4,0.296427493,0.242146786
RPL27,0.105822698,0.242264822
R3HCC1L,-0.068198152,0.242275347
SCARA3,0.190200317,0.242395672
VPS26B,0.068752291,0.243037591
TMEM129,-0.100433966,0.243037591
MFSD4A,0.209764319,0.243037591
MANEA-DT,-0.136197483,0.243037591
P2RY1,0.185868313,0.24312435
SDK2,-0.240898151,0.243294604
AC008079.1,0.113102604,0.243400215
PIP4P1,0.062924364,0.243435248
NOG,0.249633673,0.243645354
ARMC2,-0.091963351,0.24383281
CCDC102B,0.120461907,0.245442564
LRRC37BP1,0.075374162,0.245635585
TMPRSS9,-0.183470488,0.245881298
ATXN7L3B,0.077233556,0.245881298
SP100,-0.087772048,0.246043602
SLFN13,0.177682376,0.246096499
Y_RNA.559,0.226325307,0.246267083
CLOCK,-0.09713716,0.246324376
MAPK8IP1,-0.150128121,0.246543808
ATXN2,-0.059022021,0.246807356
GRIK4,-0.228292154,0.246962061
MRTFA,0.071992197,0.247350585
TBC1D22A,0.074749141,0.247368831
ZNF229,0.179865254,0.247450115
RBFA,-0.086893514,0.247601606
RPL10P3,0.184888335,0.247620119
LILRA6,0.210369301,0.248083965
HSPA1A,0.169015659,0.248557383
TCTA,-0.088875704,0.248696252
C1RL,-0.104875231,0.248989405
LZTS1,-0.163454006,0.249184434
PHF8,0.081174151,0.249366065
RAB5A,0.073256342,0.249381455
RIPOR2,-0.197728965,0.249471316
CPNE4,0.301741746,0.249471316
SFR1,-0.073304652,0.249809313
AC004951.2,0.1344389,0.249986256
FCN3,-0.16634919,0.250038069
AC023355.1,0.134106142,0.250428151
ASNSD1,0.072664289,0.25050154
LINC00672,-0.135856727,0.250612802
MRPS30,-0.091606197,0.250877248
NBPF15,-0.137168472,0.25098645
NRG3,0.314480389,0.251051919
WDR41,-0.069804447,0.251137819
STAC2,-0.33215816,0.251566045
AC067852.2,0.094851555,0.25179908
GAP43,-0.265273047,0.252359086
RPL37A,0.104849929,0.252890562
ADAM32,0.175692466,0.253337914
ZDHHC8P1,0.211006148,0.253407832
TDRD7,0.092961014,0.25353343
PCBP2,-0.067484013,0.253569332
FAM83E,0.289580434,0.253860672
STOX2,-0.134495201,0.253860672
G6PC3,0.102150691,0.254162119
PHYH,-0.163354536,0.254410814
FAM86DP,-0.106531524,0.254573746
AC109326.1,-0.172358696,0.25462882
CNNM3-DT,-0.123357163,0.25501374
PDGFB,0.139489493,0.255021857
SNPH,0.200931708,0.255326507
ETAA1,-0.063284794,0.255550501
AIDA,-0.107378348,0.25606633
FBXO17,0.175120098,0.256267005
CDV3,-0.077295732,0.256378554
DECR1,0.113897312,0.256662716
RPLP0P6,0.143031573,0.256864395
AC139769.1,-0.165915951,0.257018465
CRNDE,-0.133139906,0.257091919
DOCK9-DT,0.144898008,0.257091919
WASHC1,0.115604253,0.257605316
ACAP2,-0.088906663,0.257706215
AHDC1,-0.098927219,0.257769903
PARD3,-0.095564035,0.258063757
HEY1,-0.163826303,0.258182284
AC139795.2,-0.094497072,0.258383697
AC106795.2,0.213127283,0.259781918
CCDC90B,0.057234148,0.259868785
ACVR2B,0.111586604,0.260053831
IL18RAP,0.15954589,0.260411595
PTBP2,0.106703934,0.260754077
CAMK2G,-0.093403022,0.260754077
IGKV1D-33,-0.332110049,0.260999943
SYTL1,0.186352492,0.261023198
SH3BGR,-0.187800065,0.261333243
ECM1,-0.189119903,0.261485116
BVES-AS1,0.22950844,0.261899309
ERICH6-AS1,0.107699575,0.261899309
TSPAN2,-0.159986629,0.261937502
POLR2L,0.133929739,0.262462324
PLA2G4C,-0.157895855,0.262739357
SMIM2-AS1,0.170485072,0.263015969
AL359711.2,-0.120528679,0.263015969
SLC66A2,0.112110638,0.263958655
ANKRD19P,-0.146986635,0.26416292
CHD8,-0.061867616,0.264205963
ID3,-0.165430166,0.264510127
OSBP,-0.064293848,0.26459865
TSPOAP1,-0.184404403,0.264602048
PCDHB7,-0.228361971,0.264607662
AL121772.1,0.184354535,0.265026041
GPNMB,-0.150059727,0.265626863
PHC1P1,-0.159575374,0.265982437
AC000123.2,-0.115227345,0.26680623
BCDIN3D,-0.071075345,0.267221562
RPL41,-0.100394082,0.267260972
PALD1,0.113522948,0.267369787
PUS7L,0.085071942,0.267522223
LINCR-0001,-0.269784891,0.267977306
EEF1A1P22,-0.147517505,0.268782804
SERPINB9P1,0.2009636,0.268897512
AL121753.2,-0.129604936,0.268939296
LURAP1L,-0.15612917,0.269071599
AC233723.1,0.164386617,0.269434883
CNN3,0.092603508,0.269513445
ABI2,-0.104403558,0.269999792
CDH1,0.202089854,0.27011025
NBPF10,-0.098466174,0.270112258
WASL,-0.06722397,0.270687102
FUNDC2P1,-0.124026981,0.270703974
IGKV6D-21,0.350962795,0.271023587
EDNRA,-0.147220136,0.271373498
NUTM2A,-0.184142389,0.271373498
TMEM233,-0.171071758,0.271780754
CRTC1,-0.081559217,0.272056622
BRAP,-0.051978882,0.272363266
SIRT4,-0.104258533,0.272756059
CRYBG1,-0.131110075,0.273351746
PEF1-AS1,-0.173027343,0.273590944
UBR4,-0.088448594,0.273617408
SLC35D1,-0.082123223,0.273702249
PEX5,0.098105405,0.273806837
UBE2D3,-0.056173245,0.27447757
NAPA,0.063097137,0.274540668
COL16A1,0.16488148,0.27473404
ABCB4,-0.145094078,0.27478739
AP003065.1,-0.133624179,0.274910511
LRRC37B,0.08037853,0.275397123
MFSD6,0.112569545,0.275765242
PZP,-0.210438444,0.275969458
STARD10,0.150919277,0.276267147
NOP9,0.077255379,0.27645362
IGFBP3,0.149805446,0.276461565
HOXB7,0.185157738,0.277363804
PLEKHA7,-0.097962871,0.27743538
LINC01116,-0.189639774,0.278186439
AC073254.1,-0.102765389,0.278604895
RNF6,0.076500835,0.278979533
NDUFAF2,0.095465601,0.279261294
OSBPL10,0.110994918,0.279313535
C22orf34,-0.16507277,0.279313535
IL1B,0.205672685,0.279497178
ZNF222,-0.086779186,0.280524274
FBXW8,-0.073807839,0.280658467
ZNF140,-0.075889095,0.280732025
AC005046.1,-0.169906359,0.280740144
TMEM127,0.051029852,0.281005082
RBM12,0.049770138,0.281005082
RNFT1,-0.07750517,0.28150127
KRT40,0.239675642,0.281659587
B3GAT2,0.145676833,0.281963259
ZNF605,0.090829145,0.282021113
POLR2E,-0.110148363,0.282418443
ADGRA3,0.09590882,0.282771884
ATP6V1E1,0.064871537,0.28284587
RBM23,-0.057819241,0.282955692
SLFN12L,0.153109376,0.282991607
ZNF503,0.158703524,0.283348572
NINJ1,0.090741699,0.283925195
ZCCHC3,0.069282999,0.284074726
TMCC1-AS1,-0.092198308,0.284123747
TCAIM,0.079716634,0.284610302
SMG1,-0.088177041,0.28484912
AGA,0.097346346,0.284935938
MAFB,-0.115513111,0.284979208
DLD,-0.093774027,0.285921245
UBE4B,-0.072072429,0.286024816
SIM1,-0.314596095,0.286225763
MED1,-0.085131202,0.286241222
AL136295.6,0.112022494,0.286456237
CTCF,0.043779036,0.286519142
KLHL14,-0.251848093,0.286694836
MAGI3,-0.121586838,0.286767278
MAP3K15,-0.139844186,0.287016019
CDK5RAP3,-0.124934886,0.287282776
EXOC8,0.074301693,0.287322325
ZNF431,-0.086637056,0.287562464
RPL7A,-0.092898822,0.287767848
LINC00958,0.354573273,0.288296829
NGLY1,0.06491132,0.288462218
ABHD10,0.06152819,0.288517989
EHMT1,0.056207001,0.288969768
ENPP6,-0.197141592,0.289192077
UNC50,-0.04862565,0.289593358
TNFRSF14,0.123656009,0.289725451
RET,-0.224209356,0.289794098
DISP1,-0.082505268,0.29014029
CAMKK1,0.10534446,0.290659271
DAGLA,-0.116947033,0.290880596
RBM48,0.064793613,0.291181227
CLCA2,0.38844662,0.291351033
TCAF2,0.135965583,0.291434689
GLOD4,0.052795358,0.291682644
CLIC4,0.090263798,0.291910885
AC010761.1,0.118661296,0.292019519
FUT4,0.101268989,0.292624291
MECR,0.086668505,0.292641749
LINC01011,0.103514864,0.29282416
PLPPR3,-0.307952037,0.293303878
TRIM29,-0.22415537,0.293303878
ANKRD18A,0.231817192,0.293378165
OXSR1,0.067317384,0.293530873
MCTP2,-0.155167003,0.293740414
GYS1,0.087169451,0.293798868
LINC00960,0.220393936,0.294078077
SMIM8,0.068624617,0.294104266
DNAJB5,-0.099513282,0.294550332
Y_RNA.178,0.114132096,0.295139314
AC009061.2,-0.09226805,0.295351077
AC005076.1,-0.104143379,0.295752176
PPP6R3,0.050315237,0.295753194
RBM3,-0.069451944,0.295801038
ABCA12,0.29179232,0.295925585
STARD3NL,0.062716997,0.29628072
ID2-AS1,-0.13795182,0.29628072
FAM174B,-0.145129442,0.296328605
TTC39C,-0.102557509,0.296461442
PAOX,0.110907441,0.296582812
ANTXRL,0.319186895,0.296689182
RNF139,0.078986177,0.296777295
AC015813.6,-0.098451919,0.296967845
RPL21P28,-0.12680744,0.297251286
VPS29,0.064983787,0.297509505
ADCY3,0.115186715,0.297509505
CECR7,0.159004842,0.297509505
NTRK1,0.198159172,0.297546088
NPIPA1,-0.12508425,0.297729461
AL096816.1,0.214533323,0.297786065
MGAT4A,0.112895668,0.297820825
C10orf55,0.156568529,0.297892146
TSFM,-0.115407982,0.298013784
SH3BP4,-0.114426278,0.298282141
TMIE,-0.166569924,0.298419374
ASMTL-AS1,0.159785686,0.298542308
STIM1,0.085025512,0.298671732
ZSCAN21,-0.055144765,0.299138026
SCMH1,0.070385311,0.299175731
PIWIL4,-0.134085021,0.299238883
MCL1,-0.079785705,0.299450831
PEA15,0.080678047,0.299909379
APLF,0.070829823,0.299909379
ZNF425,-0.103543284,0.299909379
RELCH,-0.079285157,0.300224221
LRP6,0.119633196,0.300429288
FDX1,0.078536943,0.300472371
RPS6KA6,-0.181137235,0.301005585
SLCO2B1,-0.138748351,0.301036575
MSI2,0.106018246,0.301080391
MAP3K7CL,-0.113146991,0.301196538
SMAD1,-0.071785877,0.301386183
MED14OS,-0.139219364,0.302037595
ZC3HAV1,0.063347299,0.302255923
THG1L,-0.074267735,0.303132911
STX19,0.240011483,0.303412628
DDX25,-0.206382317,0.303753064
CMKLR1,-0.16254625,0.303753064
ALCAM,-0.195088028,0.30380639
IRX1,0.264986925,0.303819205
AC069120.1,-0.217373459,0.303864934
LINC01806,0.263568989,0.304105693
ADAMTS10,-0.143549118,0.304788882
MDGA1,-0.145273017,0.305597061
FCGR2B,-0.172162114,0.306828495
CMPK1,0.069333179,0.306828495
TSHR,-0.218993054,0.307005376
IMPG1,-0.154858484,0.307114734
VPS37A,-0.079463381,0.307114734
ZNF648,0.24439532,0.307470039
APAF1,-0.088837773,0.307696343
KCTD9,-0.099421733,0.307999517
NKAPD1,0.060549878,0.308352718
ZBED5-AS1,-0.085215283,0.308440891
EEF1A1P5,0.159426089,0.308653894
HECW1,-0.17498145,0.308896597
LIPH,0.213507396,0.308896597
FECH,-0.079684671,0.309079998
IGHV2-70D,0.332213565,0.309079998
EIF2S3B,0.164928392,0.309110462
PCSK6,0.165863638,0.310268694
RNF10,0.05603555,0.310386923
PDE4B,0.165402412,0.310898229
VN1R1,0.136474398,0.311001009
MAGEH1,-0.081364799,0.312245337
ECSIT,0.093168976,0.312263644
AC011462.5,0.100574308,0.312558877
SLC35A3,-0.084880671,0.312654336
RARB,-0.139449159,0.31290165
CYFIP1,-0.061369308,0.313041599
WIPF1,0.104549747,0.313191645
HNRNPA1P12,0.11165254,0.313324185
MBP,-0.118584926,0.31354008
DACT1,0.124026868,0.313601828
ARHGEF4,0.145050603,0.313617889
ANKS1A,0.076873988,0.313651298
PROB1,-0.111320551,0.313886702
LTF,0.299314317,0.313955981
SORCS2,-0.167847896,0.314143642
C17orf97,0.127692424,0.314143642
CALML3-AS1,0.206135715,0.31447669
NOMO3,0.156837599,0.314632264
EIF3G,0.087057955,0.314733017
AC007342.5,0.217365808,0.314771676
TRGC1,0.207852039,0.315453695
FASTKD2,-0.058845361,0.315629689
ERICH2,0.169295937,0.315690568
DSG2-AS1,0.140661266,0.316363832
SLC30A1,0.091766965,0.316536311
GABBR1,-0.123033134,0.316810595
AP000873.2,0.098423076,0.316923746
PDE6B,0.15692395,0.31704209
TUBGCP4,0.067118917,0.317071725
TRGC2,0.176320957,0.317125163
ELP1,-0.064862431,0.317281305
RPS7P11,0.126123932,0.317663918
BCORL1,-0.065236435,0.318207435
CYB5R1,-0.07038038,0.318207435
ZNF419,0.077971606,0.318211797
BCL9L,0.100135878,0.318308191
GTPBP10,-0.062643475,0.318675568
AC007663.4,-0.107222468,0.318735495
HEXB,-0.066712622,0.318757555
PFDN1,0.067643097,0.319124545
RPL5,-0.084491287,0.319223134
AC106786.1,0.178688106,0.319392994
PRMT7,0.067309308,0.319709345
ATP23,-0.103217834,0.319831464
NACA3P,0.159961971,0.320498423
PLEKHS1,-0.230908893,0.320553023
SCG3,0.250282525,0.320773235
SPIN2B,0.072818433,0.321660851
LMAN2L,0.067073127,0.322174973
AC104785.1,0.148591823,0.322897366
RAB17,-0.173304776,0.323168692
AP003498.2,-0.219913752,0.323277555
SRP14,-0.062736865,0.323491575
SHOX2,-0.142337955,0.323752867
TMEM240,-0.140988047,0.323985776
AC012184.3,-0.103050473,0.324008013
AL355312.5,-0.125545072,0.324370059
EEF1GP1,-0.303592277,0.324383307
FBXO27,0.177290613,0.324542776
C16orf72,-0.060400836,0.324595099
NT5DC3,-0.096163198,0.324752406
ITPKB,0.090133368,0.32488021
TAF9,0.065549247,0.325316899
TTC39A,-0.181466549,0.325939486
ITGAD,0.20738056,0.325939486
PITPNC1,-0.08968678,0.325969455
AL118506.1,0.079650417,0.325997049
TIGD7,0.082555966,0.326075879
ZNF891,-0.09644961,0.32611837
RPS15A,0.099960143,0.326601254
ZNF433-AS1,-0.091848525,0.326601254
TTYH2,0.110142871,0.327818691
GPAT2,0.213835085,0.327829116
SNRNP35,0.086077319,0.327961352
SLC7A6,-0.123716214,0.328226961
AL929091.1,0.187715894,0.328656278
MUC15,0.282095911,0.329054445
TMX2P1,-0.090348445,0.329054445
MIPEP,-0.073439026,0.329086454
ZBTB3,0.060329724,0.329957295
MTRF1,0.06538784,0.330058953
LAPTM4A,0.060237454,0.330709846
ABCA3,0.115633995,0.330749043
IFT122,0.082821745,0.331144906
RNF144B,-0.120352858,0.331408011
C15orf61,0.081907617,0.33162641
URGCP,-0.057160386,0.332073828
GNPTG,0.085506006,0.332103338
BAIAP2-DT,0.09368955,0.332260154
RTL6,-0.072157457,0.332288406
CUL9,-0.066651756,0.332983254
ADM,-0.196710233,0.333654663
AC138393.1,-0.095906153,0.33393243
FAM167A,0.183604041,0.334153895
CIC,0.071651119,0.334554584
EEF1B2P3,0.099820046,0.334585411
AL109627.1,-0.079497717,0.334610251
RGPD3,-0.126962039,0.335280016
SPDYE5,0.105689469,0.33608838
ALG1L6P,-0.112218542,0.336377664
GUSBP1,-0.090521484,0.336898082
LLPH,0.069483842,0.336966219
GDAP1,-0.110730318,0.337877199
GGT5,-0.126754386,0.338144228
TIAF1,-0.093846165,0.338545431
ALPL,-0.166611984,0.338591681
RMND5B,-0.063981644,0.338895119
ADAMTS3,-0.160005092,0.338974608
KLHDC10,-0.062928318,0.339116445
PHF12,-0.061898019,0.339346056
SAMHD1,0.106844944,0.339376157
PPP2CA,-0.052889518,0.339509395
BLVRB,-0.125000176,0.339885765
SELENOK,0.065352643,0.339927579
CACNG4,0.254842052,0.340112713
AL022328.2,0.130404374,0.340636482
RPL24P4,0.120426792,0.340908919
AP001350.2,-0.111124837,0.341040886
AC036176.1,-0.110115231,0.341073185
TATDN3,-0.072404645,0.341192116
GBA2,0.052694081,0.34119919
DYM,-0.067752891,0.341220964
ANO4,-0.188067402,0.341250308
PEX7,-0.071005691,0.341473186
LRP11,-0.088591055,0.341636271
SPRYD4,-0.072628895,0.341662531
TGFBRAP1,0.060880931,0.34205768
SMTN,0.106118863,0.342648821
CDIPT,0.059613392,0.34306681
AC006213.4,0.125396997,0.34306681
NPIPB4,-0.105745511,0.343177407
RPL5P23,-0.107634764,0.343177407
ATG2A,0.06316885,0.343305286
PFKM,-0.08921082,0.343321724
DDX39B,0.078735078,0.343825758
MED17,0.054577273,0.34468829
IDUA,0.112405459,0.344949943
RPL26,-0.104493362,0.345304441
TRMT1L,0.071968317,0.345925835
HAL,-0.149739914,0.346043605
GSTCD,-0.078569778,0.346143365
CCDC15-DT,-0.115149387,0.346143365
CCDC81,0.105273387,0.346301327
DUSP2,0.164005729,0.347268363
SELENOW,0.095958834,0.347306403
RFLNB,-0.114617284,0.347642727
AP001057.1,-0.213217136,0.347642727
GXYLT1,0.065444257,0.347757254
LINC00888,0.098431494,0.347893188
U2AF1,-0.182451576,0.347899982
AC021087.3,0.11435641,0.348077178
PCMTD1,-0.091721364,0.348174101
MYO7B,-0.204965972,0.348294289
AL355987.4,0.116504715,0.348355832
AL353898.3,0.106122938,0.348487258
PPIG,0.054993308,0.348687535
AC008438.1,0.098409056,0.348984485
ZNF322,-0.078472376,0.350258509
RPSAP12,0.147022114,0.350347662
CHRNB2,0.235653352,0.350533218
MRPL50,-0.055797509,0.3512584
CALB2,-0.251226054,0.3512584
AL356056.2,0.152795798,0.351325246
TMEM254-AS1,-0.107739393,0.351714786
KCND1,-0.096371887,0.35186463
AC018638.5,-0.0779734,0.352567624
AL031432.4,-0.117358319,0.353457573
AP001318.2,0.073733631,0.353577878
AL512791.2,-0.107889071,0.353728248
CLEC4F,0.202455111,0.354484365
EXOG,-0.064308584,0.3546471
CCP110,0.083030908,0.355022253
SEPTIN7,-0.052989742,0.355070455
MBTPS2,-0.068745142,0.355898572
AC022413.1,0.111996011,0.356295932
CSPG4P13,0.222113598,0.356314488
MORF4L1P1,-0.070378755,0.356590345
C4orf19,0.168880356,0.356696921
MT1L,0.171777674,0.356997445
CPLANE2,-0.084896734,0.357951785
WNT4,-0.190140258,0.358042572
ZC3H12A,0.121143854,0.358088571
BMT2,0.065349591,0.359017411
ANXA7,-0.057521916,0.359458077
ZNF611,0.07136523,0.359479146
PAPSS2,0.143007547,0.359629996
SDHAP1,0.079130445,0.360320075
NARF-IT1,-0.111571396,0.360506959
ATP6V1FNB,0.096634597,0.360607849
CDC42EP3,-0.097663685,0.360766808
FANK1,-0.134390419,0.36083863
HSPA4L,0.134118769,0.361274275
CARD8-AS1,-0.085636285,0.361292103
PLEKHG4,0.12635032,0.361439967
MRC2,0.122211962,0.361663997
USP11,0.078182687,0.361663997
SH2B1,0.068280235,0.361773275
ARL1,0.055528683,0.362086991
RAB3IL1,-0.106586503,0.362129305
GGCX,0.062451441,0.36215031
DENND10,0.06900368,0.362214612
GRIA2,-0.273996011,0.36236088
GNAI2,-0.074115484,0.363205382
PDCD6IPP2,0.172853308,0.363337249
CLBA1,0.085889596,0.363459394
MARCHF5,0.051310886,0.363460495
GNA11,-0.067572461,0.363896078
RPL37P2,0.145668401,0.363927598
SLC26A4,-0.196418715,0.364120796
ZNF20,0.11010945,0.364128384
BMPR1B,-0.210164566,0.364128384
DYNC1I2P1,-0.076969605,0.364181858
ERVK9-11,0.137228186,0.364390225
MLH1,-0.060161591,0.365154423
DNM1P51,-0.15734037,0.365578831
APCDD1L,-0.222279456,0.365925412
SLC25A38,-0.059403482,0.365980066
HDGFL3,0.097866351,0.36608475
TXK,0.135492938,0.366318489
RAB11FIP1,-0.141011268,0.366602803
CEBPD,-0.143465767,0.366693744
USO1,-0.070734999,0.367257234
AL022328.4,0.126669449,0.367549187
ANXA13,-0.171032231,0.367651465
RNASEH2B-AS1,0.118764668,0.368606076
AC121757.2,0.168188586,0.368761162
CRISPLD1,0.187220198,0.368790856
DYSF,0.118257274,0.36932293
SNHG26,-0.129312819,0.369478042
POM121B,0.120576512,0.369988287
RNF145,-0.076101534,0.370237087
GCFC2,0.060883979,0.370423008
GALNT5,-0.161562433,0.370622822
FAM98B,-0.046363234,0.370641913
FCGR3B,-0.251731257,0.371366052
AF127936.1,0.139186949,0.371629311
FUT1,-0.107181978,0.373298739
BRINP2,0.263290346,0.37363507
CASS4,0.103082397,0.373699266
AC018904.1,0.094752949,0.373768306
PTGS2,-0.227465077,0.374063576
AC121757.1,0.175776239,0.374063576
SNHG29,-0.097450977,0.374339965
CCDC7,-0.070186802,0.375622442
AC084824.5,-0.094073831,0.375890589
TMEM255B,-0.107155194,0.375946225
ACSL3,0.113684459,0.376168736
INTS6L,-0.088297619,0.376710269
PXDNL,0.202400055,0.37690041
MMP17,-0.152245782,0.377494771
HMGCR,0.085477406,0.377714282
FAAH,-0.098258335,0.377878223
DDX60L,0.092432112,0.377878223
GRIN2A,0.232666067,0.377878223
CCDC160,-0.203565064,0.378103537
COX18,0.056931341,0.378219222
GDF6,0.179595281,0.37879503
CREG1,0.079266471,0.378901916
STK17B,0.078997656,0.379226485
DNASE1,0.074819876,0.379448026
CBWD3,-0.102511558,0.37947866
CTNNB1,0.081642999,0.379886399
FDFT1,-0.093008034,0.380399905
TC2N,-0.126502677,0.380516449
BLOC1S5,0.063287712,0.380753216
CYB5B,0.054533621,0.381416324
PRR34-AS1,-0.112074563,0.381416324
STKLD1,-0.075881599,0.381682344
CCDC92,-0.07267904,0.381856628
LINC01465,-0.100704122,0.38228653
GNRHR2,0.068644244,0.382595547
PRDM4,0.041054027,0.383133574
AC016949.1,0.127705901,0.38356474
RRAGA,-0.055675483,0.384223899
AL591135.1,-0.110354871,0.384965848
WDR72,0.321278308,0.385845573
CYP21A1P,0.213056565,0.386211094
LYL1,0.130037422,0.386238994
MYB,-0.207533555,0.386647883
AC003086.1,-0.126598717,0.387735822
KCTD11,0.071234057,0.387737208
GPR108,-0.054601801,0.387918023
RPL10P16,-0.083415603,0.388113611
COQ10B,-0.060748727,0.388143647
LDAH,0.077639005,0.388194487
C15orf62,0.115366128,0.388261977
TXN2,0.061655264,0.388569026
PYROXD1,0.071445309,0.38884824
CNBP,0.052627075,0.389079598
CASP4,-0.075046606,0.389167339
MT-TP,-0.112177467,0.389550725
ZNF613,-0.064349724,0.389975888
DDX19B,-0.051137374,0.390018696
PLIN2,-0.109714069,0.390489243
CDK5RAP2,-0.053985583,0.390692673
TRABD2A,0.156534813,0.390795312
TRIP10,-0.091376014,0.391598605
AL449212.1,-0.102762666,0.391739839
COL4A2,0.118226492,0.392634214
SCN8A,-0.143773743,0.392650647
LPIN2,0.078065968,0.393871827
GADD45A,-0.100395274,0.395158657
IGHV5-10-1,0.308575933,0.395934867
EBLN3P,-0.067088682,0.396448206
LINC02635,-0.220875286,0.396529411
KDM4C,0.062539315,0.396567761
AC009812.3,-0.124937388,0.396670409
LINC01002,0.090548048,0.39681286
PCDHA4,0.203806655,0.397095305
FAM106A,-0.235644305,0.397314044
WDR59,-0.048861045,0.397346553
MAP3K6,0.07830733,0.39780517
SIK1,-0.232151716,0.398181787
IRAK4,-0.054218884,0.398181787
C3AR1,0.12331567,0.398681543
ZFP1,0.056909748,0.39884163
LGALS1,0.139146922,0.398884883
AP006621.5,-0.117303338,0.399100888
TANGO2,-0.061737749,0.399663715
GLYATL1P1,0.199034597,0.399976869
AL356740.1,0.176715869,0.400188616
WASH2P,-0.088051055,0.400632631
REM1,-0.139738608,0.40120371
LINC01023,-0.122931073,0.401371248
FAHD2CP,-0.091847711,0.401827058
P2RY2,-0.16450218,0.401920182
AC007881.4,-0.129752458,0.401960869
SWT1,-0.061937355,0.401969673
CMTR2,-0.063884039,0.402093179
ATP5F1B,0.068612459,0.402667062
AL596325.2,-0.127872214,0.403034927
RPS24P8,0.103754902,0.403469254
ALS2,-0.059592392,0.403496357
ATG16L1,0.052387192,0.40357141
AL445253.1,-0.164519785,0.404221943
SAMD13,0.113488304,0.404300183
PRPF8,-0.050561317,0.404771757
UCK1,-0.055232509,0.404782716
AC025265.1,0.122305229,0.404835922
TCF25,0.054433351,0.405019311
DCST2,-0.118335907,0.405374629
PRKCA,0.128960903,0.405463157
AC145098.2,0.142828536,0.405807991
OTULINL,-0.081901181,0.405842643
GAL3ST1,-0.16292177,0.405895518
AP001372.2,0.056908967,0.40677884
LY96,0.110409561,0.407365352
RPL4P4,0.102164709,0.407434428
FBXO32,-0.132191852,0.407904665
CCDC62,-0.106144034,0.409799971
PLCE1,-0.098714803,0.409832414
CNOT1,0.081063596,0.409931006
FO393411.1,-0.119352514,0.411447314
SLC51A,-0.079789295,0.411488745
LPIN1,0.112913051,0.41230586
KRT5,-0.234690183,0.412357497
ZDHHC21,0.077372681,0.413111842
PGGHG,-0.130359743,0.413274978
KIF5B,0.066915582,0.413312516
DPY19L1,0.069445966,0.413605239
PTGES,-0.112801005,0.414217506
BTN3A1,0.073791672,0.414558913
CBWD4P,0.131770687,0.414558913
H4-16,0.110558234,0.414657345
AC008105.2,0.124603058,0.414657345
LINC00235,0.107450565,0.41487643
SPTLC1,-0.048507608,0.415298703
AC024940.2,0.104696266,0.415438776
KIAA1958,0.090681704,0.415791436
HACE1,-0.070298538,0.415930616
TMEM266,0.117219624,0.416951049
SERTAD3,-0.079150727,0.41722407
MORN1,-0.085157213,0.417667182
EEF1A2,0.236495053,0.417875999
HNRNPA1P4,-0.117222107,0.41800058
GVINP1,-0.131136644,0.418619102
ITFG2,0.063927742,0.41938479
OSBPL6,-0.112391687,0.419575289
RNASEH1,0.055805906,0.419584541
BBOX1,-0.195789644,0.419983635
CNOT2,0.048892416,0.420041649
AL731571.1,-0.122276754,0.420047083
TBK1,0.042292625,0.42007431
KRT17,0.232048687,0.420278754
MYO1B,0.076765486,0.420279117
STAT4,-0.108279086,0.42033384
LAMA5,0.092880301,0.420639469
AMMECR1L,0.048186116,0.420639469
EMILIN3,0.222831215,0.420639469
AP000442.1,0.060943876,0.42065174
KCNQ1,0.11330416,0.420827679
BORCS6,0.074921794,0.420985236
PTOV1-AS1,-0.073380586,0.421206975
SRI,0.050002086,0.421294726
UBE2G1,-0.058038698,0.421724501
AL590705.3,-0.132876576,0.421731615
GTF2H1,-0.046978644,0.421998191
TNNI1,0.143065214,0.423186204
PABPN1,0.0775669,0.423277095
MAMDC4,-0.108411522,0.423558565
MIR647,0.104409056,0.423560842
WBP2,0.058395247,0.424408802
AP001462.1,0.088511262,0.424761086
OGFRL1,-0.100034139,0.425639087
KCTD21,-0.06790652,0.425752526
ZZZ3,-0.053321731,0.425928412
TUBB6,-0.098742259,0.426275221
SLF1,0.055385413,0.426441746
ZNF667,-0.104498868,0.426441746
RWDD3,-0.053127633,0.426637937
ABITRAM,0.054739052,0.426859652
GAN,-0.065443127,0.427400096
AL031595.3,-0.106531183,0.427482435
ALOX12,-0.088150737,0.428043166
RASGRP2,0.136088921,0.42812567
ZNF551,-0.072256028,0.428810966
TNFRSF1A,0.060200083,0.428955904
ALOXE3,0.174086319,0.429021936
TVP23A,-0.101668174,0.429353976
ZNF626,-0.127073055,0.429499383
ARL3,0.057656811,0.429557811
GRIN3A,-0.115495861,0.429764009
PLEKHD1,-0.195919453,0.431953194
AC015911.7,0.123489217,0.431953194
ORC4,-0.047060318,0.432432457
HSPB1P1,0.136538557,0.432432457
PCBP3,0.163108532,0.432501856
ZNF614,-0.063374038,0.433045798
ARFGEF3,-0.1379109,0.433594169
RAB11A,-0.044888313,0.434368992
MDN1,-0.064135962,0.434527117
TMEM107,-0.050740611,0.43497951
LCOR,-0.057176195,0.434997091
AC103746.1,-0.115232067,0.435386027
FAM86FP,-0.098836633,0.435531178
NID2,0.119545241,0.43614076
